Name of Author,Title of Research Paper,Name of Journal,Year,Category of Journal/ IF,Volume#,Page#,source,Dept
"Junejo, Yasmeen; Baykal, Abdulhadi",Ultrarapid catalytic reduction of some dyes by reusable novel erythromycin-derived silver nanoparticles,TURK J CHEM,2014,ISI WEB OF SCI,38,10.3906/kim-1401-24,,
"Mahesar, S A; Sherazi, S T H; Khaskheli, Abdul Rauf; Kandhro, Aftab A; Uddin, Siraj",Analytical approaches for the assessment of free fatty acids in oils and fats,ANAL METHODS-UK,2014,ISI WEB OF SCI,6,10.1039/c4ay00344f,,
"Jawaid, Sana; Talpur, Farah N; Afridi, Hassan Imran; Nizamani, Shafi M; Khaskheli, Abid A; Naz, Saba",Quick determination of melamine in infant powder and liquid milk by Fourier transform infrared spectroscopy,ANAL METHODS-UK,2014,ISI WEB OF SCI,6,10.1039/c4ay00558a,,
"Memon, Shahabuddin; Bhatti, Ashfaque Ali",Arsenate and Dichromate Removal Efficiency of a New Calix[4]arene Impregnated Resin,POLYCYCL AROMAT COMP,2014,ISI WEB OF SCI,34,10.1080/10406638.2014.892888,,
"Siyal, Ali Nawaz; Memon, Saima Qayoom; Elci, Aydan; Divrikli, Umit; Khuhawar, Muhammad Yar; Elci, Latif",Development of 2-acetylpyridine-4-phenyl-3-thiosemicarbazone functionalized polymeric resin for the preconcentration of metal ions prior to their ultratrace determinations by MIS-FAAS,TURK J CHEM,2014,ISI WEB OF SCI,38,10.3906/kim-1308-51,,
"Memon, Najma; Tzanavaras, Paraskevas D",Utilization of Organized Surfactant Assemblies as Solvents in Flow Injection Analysis with emphasis to Automated Derivatization of Organic Analytes,CURR ANAL CHEM,2014,ISI WEB OF SCI,10,,,
"Memon, Saima Q; Memon, Najma; Mallah, Arfana; Soomro, Rubina; Khuhawar, M Y",Schiff Bases as Chelating Reagents for Metal Ions Analysis,CURR ANAL CHEM,2014,ISI WEB OF SCI,10,,,
"Memon, N; Gilbert, F; Shaikh, A M",PHYLOGENY OF THE WORLD SPECIES OF MUSTHA AMYOT AND SERVILLE (HEMIPTERA: PENTATOMIDAE: PENTATOMINAE: HALYINI) BASED ON MORPHOLOGICAL CHARACTERS,J ANIM PLANT SCI,2014,ISI WEB OF SCI,24,,,
"Memon, S A; Shaikh, S A; Memon, N",EFFECTS OF PROFENOFOS AN ENDOCRINE DISRUPTING CHEMICAL ON LEYDIG'S CELLS IN RABBITS,J ANIM PLANT SCI,2014,ISI WEB OF SCI,24,,,
"Ahmed, Sania; Bux, Hadi; Rasheed, Awais; Kazi, Alvina Gul; Rauf, Abdul; Mahmood, Tariq; Mujeeb-Kazi, Abdul",Stripe rust resistance in Triticum durum - T-monococcum and T-durum - T-urartu amphiploids,AUSTRALAS PLANT PATH,2014,ISI WEB OF SCI,43,10.1007/s13313-013-0237-8,,
"Kandhro, Ghulam A; Soylak, Mustafa; Kazi, Tasneem Gul; Yilmaz, Erkan",Enrichment of Copper as 1-(2-Pyridylazo)-2-Naphthol Complex by the Combination of Dispersive Liquid-Liquid Microextraction/Flame Atomic Absorption Spectrometry,J AOAC INT,2014,ISI WEB OF SCI,97,10.5740/jaoacint.12-114,,
"Boumaraf, R; Sengouga, N; Mari, R H; Meftah, Af; Aziz, M; Jameel, Dler; Al Saqri, Noor; Taylor, D; Henini, M",Deep traps and temperature effects on the capacitance of p-type Si-doped GaAs Schottky diodes on (211) and (311) oriented GaAs substrates,SUPERLATTICE MICROST,2014,ISI WEB OF SCI,65,10.1016/j.spmi.2013.11.019,,
"Panhwar, Qadeer K; Memon, Shahabuddin",Synthesis of Cr(III)-Morin Complex: Characterization and Antioxidant Study,SCI WORLD J,2014,ISI WEB OF SCI,,10.1155/2014/845208,,
"Mahesar, S A; Kandhro, Aftab A; Khaskheli, Abdul Rauf; Talpur, M Y; Sherazi, S T H",SB-ATR FTIR Spectroscopic Monitoring of Free Fatty Acids in Commercially Available Nigella sativa (Kalonji) Oil,J SPECTROSC,2014,ISI WEB OF SCI,,10.1155/2014/510890,,
"Arain, Sadaf Sadia; Kazi, Tasneem Gul; Arain, Jamshed Bashir; Afridi, Hassan Imran; Brahman, Kapil Dev; Naeemullah",Preconcentration of toxic elements in artificial saliva extract of different smokeless tobacco products by dual-cloud point extraction,MICROCHEM J,2014,ISI WEB OF SCI,112,10.1016/j.microc.2013.09.005,,
"Kamboh, Muhammad Afzal; Bhatti, Asif Ali; Solangi, Imam Bakhsh; Sherazi, S T H; Memon, Shahabuddin",Adsorption of direct black-38 azo dye on p-tert-butylcalix[6]arene immobilized material,ARAB J CHEM,2014,ISI WEB OF SCI,7,10.1016/j.arabjc.2013.06.033,,
"Chandio, Zaheer Ahmed; Talpur, Farah Naz; Khan, Humaira; Afridi, Hassan Imran; Khaskheli, Ghulam Quadir; Mughal, Moina Akhtar",On-line preconcentration and determination of ultra trace amounts of mercury using surfactant coated alumina modified by dithizone with cold vapor atomic absorption spectrometry,RSC ADV,2014,ISI WEB OF SCI,4,10.1039/c3ra43712d,,
"Chand, Ram; Khaskheli, Murad Ali; Qadir, Abdul; Sandali, Yahya; Shi, Qingfan",Influence of spontaneous percolation on apparent mass at the bottom of a Janssen granular column,PHYSICA A,2014,ISI WEB OF SCI,393,10.1016/j.physa.2013.09.022,,
"Baradi WARYANI, Ghazala SIDDIQUI*, Zarrien AYUB, Shaukat Hayat KHAN "," Occurrence and temporal variation in the size-frequency distribution of 2 bloom-forming jellyfishes, Catostylus perezi (L. Agassiz, 1862) and Rhizostoma pulmo (Cuvier, 1800), in the Indus Delta along the coast of Sindh, Pakistan. ",Turkish Journal of Zoology, (2014) .,,,doi:10.3906/zoo-1401-13 ,,
"Muhsan Ali Kalhoro, Qun Liu, Baradi Waryani,  Sher Khan Panhwar and Khadim Hussain Memon","Growth and Mortality of Brushtooth Lizardfish, Saurida undosquamis, from Pakistani Waters ",Pakistan J. Zool, (2014) .,IF- 0.585,"46(1), pp. 139-151 ",,,FWB
"KALHORO Muhsan Ali, LIU Qun, MEMON Khadim Hussain, WARYANI Baradi, SOOMRO Shamsher Hyder ", Maximum sustainable yield of Greater Lizardfish Saurida tumbil fishery in Pakistan using the CEDA and ASPIC Packages ,Acta Oceanologica Sinica, (2014) .,IF- 0.400,"Vol. 34, No. 2",,,FWB
"Murtaza Hasan,Javed Iqbal, Umer Awan, Nian Xin, Hao Dang, Baradi Waryani, Yasmeen Saeed, Kaleem Ullah, Dai Rongji, Yulin Deng","LX loaded Nanoliposomes synthesis, characterization and cellular uptake studies in H2O2 stressed SH-SY5Y., Cells ",J. Nanosci. Nanotechnol, (2014) .,IF- 0.684,June; 14(6); 4066-71  ,DOI: 10. 1007/s13131-014-0463-0 ,,FWB
"Ghulam Murtaza Mastoi, Baradi Waryani, Zulfiqar Ali Laghari, Zameer Ali Palh, Khalid Hussain Lashari, Khalida Faryal Almani, Gul-e-Rana and Abdul Waheed Mastoi ",Assessment of Chemistry of Soil Irrigated on Phuleli Canal. ,Science Journal of Chemistry. , (2014) .,IF- 1.34,"Vol. 2, No. 4, pp. 33-37",,,FWB
"A Malik, B Waryani, IB Kalhoro, H Kalhoro, SA Shah and NT Narejo ","Observe the growth Performance and adaptation of Exotic Fish Red Tilapia (hybrid) in climate of Fish Hatchery Chilya, Thatta, Sindh-Pakistan ",Sindh Univ. Res. Jour. (Sci. Ser) , (2014) .,,Vol. 46 (4): 461-464 ,,,FWB
"ST Qureshi, SA Memon, B Waryani, AR Abbasi, W Patoli, Y Soomro, H Bux, and FA Bughio ",Gamma Rays Induced Phenotypic Mutations In Chickpea (Cicerarietinum L.) ,Sindh Univ. Res. Jour. (sci. Ser) , (2014) .,,Vol. 46 (4): 473-478,,,FWB
"Syed Tufail Hussain Sherazi, Razium Ali Soomro, Siraj Uddin, Najma Memon, ","Synthesis and Characterizations of Highly Efficient Copper Nanoparticles and their Use in Ultra Fast Catalytic Degradation of Organic Dyes,","Advance Material Research, ", (2014) .,,829,93,http://www.scientific.net/AMR,
"Syed Tufail Hussain Sherazi, Razium Ali Soomro, Sirajuddin, Najma Memon,  ","Synthesis of Air Stable Copper Nanoparticles And Their Use In Catalyis, ",Advanced Materials Research doi:10.4028/www.scientific.net/AMR.829.93,2014,,829,93-99,http://www.scientific.net/AMR,
"M Taha, NH Ismail, W Jamil, H Rashwan",Synthesis of novel derivatives of 4-methylbenzimidazole and evaluation of their biological activities, European journal ,2014,,,,NA,
"Pakistan Study Center University of Sindh, Jamshoro    ",Ramification of Black Magic in Pakistan,Published in Gross roots,2014,Z, Vol. XLVII No. I ,,NA,
"Kandhro, Aftab A, Mahesar, S A, Khaskheli, A R, Sherazi, S T H, Sofia, Q, Zakia, K ",Gas chromatographic coupled mass spectroscopic study of fatty acids composition in Nigella sativa L. (KALONJI) oil commercially available in Pakistan.,Int Food Res J Accepted,-2014,,,,http://www.ifrj.upm.edu.my/,
" Asif A Jamali , Amber R Solangi, Najma Memon, Shafi M Nizamani, ","Current scenario of pesticide practices among farmers for vegetable production: A case study in Lower Sindh, Pakistan,"," International Journal of Development and Sustainability,",-2014,,3, 493-504.,http://isdsnet.com/ijds,
Centre of Excellence for Women’s studies University of Karachi     ,"The Self employed women, Women Entrepreneurs and Work Polished in Pakistan,",Journal of Gender Studies ,2014,," Vol. 8, ",,NA,
" Laghari AQ, Memon S, Nelofar A and Laghari AH",Identification of various alkaloids in Tecomella undulata G. Don flowers. ,J. King Saud University (Science) http://dx.doi.org/10.1016/j.jksus.2014.02.005 2014 ( Accepted),2014,,26 issue 4,300-304,http://dx.doi.org/10.1016/j.jksus.2014.02.005 2014,
"SS Arain, TG Kazi , HI Afridi, JA Arain,  Naeemullah, KD Brahman, ",Preconcentration of toxic elements in artificial saliva extract of different smokeless tobacco products by dual-cloud point extraction,Microchemical Journal,2014,,"112, January 2014, ",42-49,NA,
Dr Bashir Ahmed Rind,Al-hania W Rishwa,PJIR,2014,,V 11 No. 3,,NA,
Dr Bashir Ahmed Rind,Islam ka dars e Rawadari,Usool e Deen,2014,,"V  1, N0.2,",,NA,
"Memon S, Memon N and Memon S",Removal of parathion from aqueous media through p-tert-butylcalix[4]arene based modified silica. , Pak. J. Anal. Environ. Chem,2014 Accepted.,Z,,,NA,
" Panhwar, QK and Memon, S",Synthesis of water soluble Cr(III)-morin complex: Characterization and antioxidant study., The Sci.World J,2014 accepted,,,,http://www.hindawi.com/journals/tswj/,
"Memon, F, Memon S and Minhas FT",Calix[4]arene mediated transport of methyl red through bulk liquid membrane. Comptes rendus Chimie ,http://dx.doi.org/10.1016/j.crci.2013.09.015,2014 Accepted,,,,NA,
"W Jamil, S Perveen, SAA Shah, M Taha, NH Ismail",Phenoxyacetohydrazide Schiff bases: ?-Glucuronidase inhibitors … - Molecules,mdpi.com ,2014,,,,NA,
" Zaheer A Chandio, Farah N Talpur, HI Afridi, Humaira Khan,Ghulam Quadir Khaskheli", On-line preconcentration and determination of ultra trace amounts of mercury using surfactant coated alumina modified by dithizone with cold vapor atomic absorption spectrometry. ,"RSC Advances,  ",", , 2014.",,14,326-333,NA,
"   Akrajas Ali Umar, Suratun Nafisah, Siti Khatijah Md Saad, Aamna Balouch, Sin Tee Tan, Muhamad Mat Salleh, Munetaka Oyama, ", Poriferous microtablet of anatase TiO2 growth on an ITO surface for high-efficiency dye-sensitized solar cells.  ,Solar Energy Materials and Solar Cells, 01/2014;,5.03,122,174–182.,http://www.elsevier.com/wps/find/journaldescription.cws_home/505675/description#description,
"Naeemullah, Tasneem Gul Kazi, Mustafa Tuzen, Faheem Shah, Hassan Imran Afridi, Demirhan Citak,",Development of a new green non-dispersive ionic liquid microextraction method in a narrow glass column for determination of cadmium prior to couple with graphite furnace atomic absorption spectrometry," Analytica Chimica Acta,","2014,",4.517,,",  59-64.",http://www.elsevier.com/wps/find/journaldescription.cws_home/502681/description#description,
"Huma Shaikh, Najma Memon, MI Bhanger, SM Nizamani, A Denizli,",Core-shell molecularly imprinted polymer-based solid-phase microextraction fiber for ultra trace analysis of endosulfan I and II in real aqueous matrix through GC-microECD," Journal of Chromatography A, http://dx.doi.org/10.1016/j.chroma.2014.02.035",2014,4.258,,,http://www.elsevier.com/wps/find/journaldescription.cws_home/502688/description#description,
"  K D Brahman, T G Kazi JA Baig, H I Afridi, SS Arain, MB Arain",", Fluoride and arsenic exposure through water and grain crops in Nagarparkar, Pakistan",Chemosphere ,-2014,3.499,"100, ", 182–189. ,http://www.elsevier.com/wps/find/journaldescription.cws_home/362/description,
" S K Wadhwa, M Tuzen, T G Kazi, M Soylak, B Hazer, ","Polyhydroxybutyrate-b-polyethyleneglycol block copolymer for the solid phase extraction of lead and copper in water, baby foods, tea and coffee samples.",Food Chemistry (,2014)  –,3.259,,152 75,http://www.elsevier.com/wps/find/journaldescription.cws_home/405857/description,
" Asif Ali Bhatti, Shahabuddin Memon and Najma Memon ",Dichromate Extraction by Calix[4]arene Appended Amberlite XAD-4 Resin. ,  Sep Sci Technol ,", 2014.",3.065,49 (5) ,664-672,http://www.elsevier.com/wps/find/journaldescription.cws_home/600251/description#description,
"M B Arain TG Kazi, J A Baig, H I Afridi, Sarajuddin, K D Brahman, H Panhwar, SS Arain",Co-exposure of arsenic and cadmium through drinking water and tobacco smoking: Risk assessment on kidney dysfunction,Environmental Science and Pollution Research,2014,2.757,1,,http://www.springer.com/environment/journal/11356,
"Tasneem Gul Kazi, Faheem Shah, Hafeezur Rehman, Hassan Imran Afridi, Naeemullah, Sadaf Sadia Arain",Exposure of lead to mothers and their new born infants residents of industrial and urban areas of Pakistan,Environmental Science Pollution Research journal,2014 accepted,2.757,accepted -2014,,http://www.springer.com/environment/journal/11356,
"hatti, AA; Memon S; Memon N; Bhatti, AA and Solangi,", B I.B. Evaluation of chromium(VI) sorption efficiency of modified Amberlite XAD-4 resin, Arab. J. Chem.,2014 accepted,2.684,,,NA,
"Memon, S Kamboh, MA; Bhatti, AA; Solangi, IB; and Sherazi STH ",dsorption of direct black-38 azo dye on p-tert-butylcalix[6]arene immobilized material. , Arab. J. Chem. ,2014,2.684,7 ( 1) ,125–131 ,NA,
" Y Junejo, Sirajuddin, A Baykal, M Safdar, A Balouch,","A novel green synthesis and characterization of Ag NPs with its ultra-rapid catalytic reduction of methyl green dye, Accepted in ",  Appl. Surf. Sci   :,2014 ;,2.538,290 (1), 499–503.,http://www.elsevier.com/wps/find/journaldescription.cws_home/505669/description#description,
"amran Abro, S A Mahesar, Seema Iqbal, Shahnaz Perveen",K Quantification of malachite green in fish feed samples utilizing liquid chromatography tandem mass spectrometry with monolithic column. ,"Food Addit Contam Part A, ","2014,  ",2.341,"31 (5),",827-32.,http://www.tandf.co.uk/journals/titles/0265203X.asp,
" SKhan, M Soylak, TG Kazi",Rapid ionic liquid-based ultrasound assisted dual magnetic microextraction to preconcentrate and separate cadmium -4-(2-thiazolylazo)-resorcinol complex from environmental and biological samples.,Spectrochimica Acta Part A, (2014)  .,2.129,"123, ",194–199,http://www.elsevier.com/wps/find/journaldescription.cws_home/525436/description#description,
"Salma Aslam Arain, Tasneem G Kazi, Hassan Imran Afridi, Abdul Rasool Abbasi, Abdul Haleem Panhwar, Naeemullah, Bhawani Shanker, Mohammad Bilal Arain, ",Application of dual-cloud point extraction for the trace levels of copper in serum of different viral hepatitis patients by flame atomic absorption spectrometry: A multivariate study,Spectrochimica Acta Part A: (Accepted) 2014.,2014,2.129,,,http://www.elsevier.com/wps/find/journaldescription.cws_home/525436/description#description,
"Muhammad Taha 1, 3, *, Nor Hadiani Ismail 1, 3 , El Hassane Anouar 1 , Sammer Yousuf 4 , Waqas Jamil 5 , Khalijah ","Synthesis, crystal structure, DFT studies and evaluation of the antioxidant activity of 3, 4-dimethoxybenzenamine Schiff bases","Molecules, 2014 - mdpi.com ",2014,2.095,,,http://www.mdpi.com/journal/molecules,
" S A Mahesar, S T H Sherazi, A R Khaskheli, A A Kandhro, Sirajuddin ",Analytical approach for free fatty acids assessment in oils and fats.,Anal Meth Available online. ,-2014,1.938,,,http://pubs.rsc.org/en/journals/journalissues/ay,
"ana Jawaid, Farah Naz Talpur, Hassan Imran Afridi, Shafi Ahmed Nizamani, Abid Ali Khaskheli and   Saba Naz",S Quick determination of melamine in infant powder and liquid milk by Fourier Transform Infrared spectroscopy.,Analytical Methods. DOI: 10.1039/C4AY00558A,(Accepted) 2014. ,1.938,,,http://pubs.rsc.org/en/journals/journalissues/ay,
"SKhan, M Soylak, TG Kazi, ",Vortex assisted liquid-liquid microextraction using Triton X-114 as dispersant for ultratrace cadmium prior to its micro-sample injection flame atomic absorption spectrometric detection.,"Clean air, soil and water  doi:10.1002/clen.201300486",2014,1.838,,,http://onlinelibrary.wiley.com/journal/10.1002/%28ISSN%291863-0669,
" Tasneem Gul Kazi, Faheem Shah, Hassan Imran Afridi and Naeemullah,", Occupational and environmental lead exposure to adolescent workers in battery recycling workshops.,  Toxicology and Industrial Health,2014,1.71,,,http://tih.sagepub.com/,
 Memon S; Memon N and Memon S,An efficient p-tetranitrocalix[4]arene based adsorbent for the removal of carbofuran from aqueous media, J. Iran. Chem. Soc  Accepted 10.1007/s13738-014-0432-8.,2014,1.406,,,http://www.springer.com/chemistry/analytical+chemistry/journal/13738,
" AA Kandhero, MSoylak, T G Kazi, ",Enrichment of copper as 1-(2-Pyridylazo)-2-naphthol complex by the combination of dispersive Liquid-Liquid Microextraction/Flame Atomic Absorption Spectrometry,JAOAC INTERNATIONAL ,"2014,  .",1.385,"97(1),",205-210,http://www.aoac.org/,
" J A Baig, L Elci, M I Khan, T G Kazi, ", Determination of total chromium at ultra-trace levels in water and soil samples by co-precipitation micro-sample injection system flame atomic absorption spectrometry. ,Journal of AOAC International ,(2014) .,1.385,97(5),", 1-5",http://www.aoac.org/,
"Ali N Siyal, Latif Elçi, Saima Q Memon, Abdullah Akdogan, Aysen Hol, Aslihan  Arslan Kartal and Muhammad Yar Khuhawar",Synthesis and characterization of novel chelating resin for selective preconcentration and trace determination of Pb(II) ions in aqueous samples by innovative microsample injection system coupled flame atomic spectrometry  ,International Journal Environmental Analytical Chemistry,"(2014), ",1.321,94 (8) ,743-755 1. ,http://www.tandf.co.uk/journals/titles/03067319.html,
"Saima Q Memon, Najma Memon, Arfana Mallah, Rubina Soomro, and MY Khuhawar,",chiff bases as chelating reagents for metal ions analysis”," Current Analytical Chemistry, ","2014,",1.194," 10 (3), ",393-417.,http://www.benthamscience.com/cac/index.htm,
Najma Memon and Paraskevas D Tzanavaras,Utilization of Organized Surfactant Assemblies as Solvents in Flow Injection Analysis with emphasis to automated derivatization,"Current Analytical Chemistry, ","2014, ",1.194,"10 (3), ",338-348.,http://www.benthamscience.com/cac/index.htm,
" Panhwar, QK and Memon, S "," Synthesis, characterization and antioxidant activity of Cr(III)-rutin complex.",Chem. Papers ,2014 Accepted,1.193,,,http://www.springer.com/chemistry/journal/11696,
"Hassan Imran Afridi, Tasneem Gul Kazi, Farah Naz Talpur, Sumsun Naher, ","Dermot Brabazon, Relationship between toxic metals exposure via cigarette smoking and rheumatoid arthritis."," Clinical Laboratory Journal. 9+10, ",2014,1.084,,,https://www.clin-lab-publications.com/,
"Hassan Imran Afridi, Tasneem Gul Kazi, Farah Naz Talpur, Salma Arain, Sadaf Sadia Arain, Naveed Kazi, Abdul Haleem Panhwar","Distribution of Arsenic, Cadmium, Lead and Nickel levels in Biological Samples of Pakistani hypertensive Patients and control subjects"," Clinical laboratory,11+12,",2014,1.084,,,https://www.clin-lab-publications.com/,
"Hassan Imran Afridi, Tasneem Gul Kazi, Farah Naz Talpur, Salma Arain, Sadaf Sadia Arain, Naveed Kazi, Abdul Haleem Panhwar,"," Evaluation of chromium and manganese in biological samples (scalp hair, blood and urine) of tuberculosis and diarrhea male human immunodeficiency virus patients",Clinical laboratory,. (Accepted) 1+2/2014. ,1.084,,,https://www.clin-lab-publications.com/,
"bdul Haleem Panwar, T G Kazi, H I Afridi, Farah N Talpur N Kazi "," ADistribution of Potassium, Calcium, Magnesium, and Sodium levels in Biological Samples of Pakistani hypertensive Patients and control subjects",Clinical laboratory,2014,1.084,,"5-6,",https://www.clin-lab-publications.com/,
 Memon S; Memon N and Memon S,Removal of carbofuran and methylparathion from aqueous media through calix[4]arene based impregnated resin. ,"Desal. Water Treat 1-11, ",2014,0.988,,,http://www.deswater.com/,
"Laghari, AH; Memon, S; Nelofar, A and Khan, KM “", Determination of volatile constituents and antimicrobial activity of Camel thorn (Alhagi camelorum) flowers," Anal Lett 47,",2014,0.982,"413–421,",,http://www.tandf.co.uk/journals/titles/00032719.asp,
"Bhatti, AA, Memon S and Memon N",Synthesis and Dichromate Extraction Study of Calix[4]arene Derivative. , Polycyclic Aromatic Compounds ,2014,0.833,34 (2) ,"103-114, ",http://www.tandfonline.com/openurl?genre=journal&issn=1040-6638,
Memon S and Bhatti AA,Arsenate and dichromate removal efficiency of a new calix[4]arene impregnated resin, Polycyclic Aromatic Compounds. ,2014,0.833,34 (3)," 280–308, ",http://www.tandfonline.com/openurl?genre=journal&issn=1040-6638,
"Ali N Siyal, Saima Q Memon, Aydan Elçi, Umit Divrikli, Aysen Hol, Aslihan, MY Khuhawar and Latif E",Development of 2-Acetylpyridine-4-phenyl-3-thiosemicarbazone functionalized polymer resin for the preconcentration of metal ions prior to their ultra-trace determinations by MIS-FAAS  Turkish,Journal of Chemistry  ,)(2014),0.622, 38 (4, 553-567 2. ,http://www.hindawi.com/journals/jchem/2013/184356/,
"Muhammad Taha 1, 2 , Nor Hadiani Ismail 1, 2 , Muhammad Ali 3 , Khalid M Khan 4 , Waqas Jamil 5 , Syed Muhammad Kashif 5 and Mohammad Asraf 6 ",Synthesis of indole-2-hydrazones in search of potential leishmanicidal agents,Springer Medicinal Chemistry ,2014,,,,,
" Sin Tee Tan, Akrajas Ali Umar, Aamna Bolouch, Muhammad Yahaya, Suratun Nafisah, Chi Chin Yap, Muhamad Mat Salleh ,","Kityk and Munetaka Oyama,Ag-ZnO Nanoreactor Grown on FTO Substrate Exhibiting High Heterogeneous Photocatalytic Efficiency,",ACS Combinatorial Science,2014 ( Accepted),,"I. V.  , ",,,
" Sin Tee Tan, Akrajas Ali Umar, Aamna Balouch, Muhammad Yahaya, Muhammad Mat Salleh and Munetaka Oyama, ","101)- Plane Bounded-ZnO nanocubes films photocatalyst prepared via a low frequency Ultrasonic Assisted hydrolysis process,",Ultrason Sonochem," 2014, ",,21(2):.,754-60,,
"Allah Bux Ghanghro*1 ,Sumera Qureshi 2 , Sikander Ali Memon2 And Faisal Qureshi 3WwwBritishjrOrg/IndexPhp/Bjr/Article/Download/32/27","Total Serum Immunoglobulin’s E Levels In Chemical Industry Workers (Site Area, Kotri, Jamshoro) Exposed With Organic Acid Anhydrides(Oaas).",British Journal Of Research,2014,,1  (3),120-123,,Biochemistry
"Dadu Khan Burdi1, Sumera Qureshi1*, Allah Bux Ghanghro2Http://WwwAls-JournalCom/An-Overview-Of-Available-Hypoglycemic-Triterpenoids-And-Saponins-To-Cure-Diabetes-Mellitus/",An Overview Of Available Hypoglycemic Triterpenoids And Saponins To Cure Diabetes Mellitus. ,International Journal Of Advancements In Life Sciences,2014,------,1 (3),119-128,,Biochemistry
"Shaista Khan, Allah Bux Ghanghro, AN Memon, Muhammad Yakoob Khan, IbtessamtahirHttp://WwwResearchgateNet/Publication/262973800_Immunological_Study_Among_The_Workers_Of_Bakery_And_Flour_Mill_In_Hyderabad_And_Adjoining_Areas",Immunological Study Among The Workers Of Bakery And Flour Mill In Hyderabad And Adjoining Areas.,Rawal Medical Journal,2014,Y,39 (2),159-162,,Biochemistry
"Sumera Qureshi, Sikandar Ali Memon, Allah Buxghanghro, Muhammad Faisal Qureshi, Moina Akhtar Mughal, Tahira QureshiHttp://WwwAls-JournalCom/Articles/Vol1issue4/14414/41pdfPdf",Hemoglobin Adducts In Paint Industry Workers: An Electrophoretic Analysis.,International Journal Of Advancements In Life Sciences,2014,,1 (4),208-214,,Biochemistry
"Ibtessam Tahir Ansari, Allah Nawaz Memon, Allah Buxghanghro,Mumtaz Ali Sahito, Nazo Noor Ulain, Zainababeer Ansari, Shaista Khan, Imran SuheryaniHttp://WwwScopemedOrg/?Mno=159531",Association Of Rice Allergy With Asthma And Serum Ige Levels In Different Age Groups.,Rawal Medical Journal,2014,Y,39 (3),257-260,,Biochemistry
"Wahid Bakhsh Baloch, Allah Nawaz Memon, Hassan Imran Afridi, Allah Bakhsh Ghanghro, Abdul Hameed LanjwaniHttp://WwwScopemedOrg/FulltextpdfPhp?Mno=154868","Estimation Of Trace And Toxic Metals From CitrullusColosynthis Lin: A Medicinal Plant Of District Kech, Balochistan Pakistan.",Rawal Medical Journal,2014,Y,39 (3),270-273,,Biochemistry
"Sumera Qureshi, Allah Buxghanghro,Shista Khan, Ambreen ShahHttp://WwwAls-JournalCom/Manuscriptid30-84-1/",Protein Toxicity In Kotri Paint Industry Workers Exposed To Phthalic Anhydride And TrimelliticAnhydrine.,International Journal Of Advancements In Life Sciences,2014,,1 (2),Pp: 3-8,,Biochemistry
"Sadia Qamar Arain, Farah N Talpur, Naseem Aslam Channa, ",A comparative study of serum lipid contents in pre and post IFN-alpha treated acute hepatitis C patients.Lipids in Health and Disease. ,http://www.ncbi.nlm.nih.gov/pubmed/26403989,2014,(Impact Factor=2.22). (w category) ,2015Sep 24;14(1):117. ,,doi: 10.1186/s12944-015-0119-x.,Biochemistry
"Ali Muhammad Soomro, Naseem A Channa, Zulfiqar Ali Laghari",Allethrin induced histological and biochemical changes in liver of Rabbit. ,Medical Channel. ,2014, (Y category),2014; 20(3): 38-40. July – September. ,,.,Biochemistry
"Naseem A Channa, Ayesha Khan  ","Hazards of Mainpuri chewing in Hyderabad and adjoining areas, Pakistan. ",Rawal Medical Journal. ,2014,(z category) ," 2014, 39(2): 216-19 ",,http://www.scopemed.org/fulltextpdf.php?mno=151287,Biochemistry
"MubeenaLaghari, FatehuddinKhand, NaseemAslamChanna and Haji khan Khoharo ","Evaluation of dietary and biochemical risk factors involved in the pathogenesis of bladder stones in children of below ten years age at Hyderabad, Sindh. ",Med Forum. ,2014,(Y category). ,2014; 25(2): 88-91 ,,,Biochemistry
Dr Zahid Hussain Shar ,Z. H. Shar et al. ,"Chromatographia, ",2014,,"2014, 77, 337–346",,,Chemistry
Dr Zahid Hussain Shar ,Z. H. Shar et al. ,Food Additives & Contaminants: ,2014,,"Part B, 2014, 1-6",,,Chemistry
Dr Zahid Hussain Shar ,Z. H. Shar et al. ,Journal of Science and Food Agriculture ,2014,,-2015,,,Chemistry
Dr Zahid Hussain Shar ,Z. H. Shar et al. ,"Mycotoxin Research, ",2014,,"2015, 31, 1-7",,,Chemistry
"Khuhro, Z U A, F N Memon, A P Harrison, ","CORONATION: Comparison of RibO Nucleic Acid Tertiary’s Involving Overlapping Networks, ","Sindh University Research Journal (Science Series), ISSN 1813-1743,  ",2014,X,"(2014) 46(3), pp~385-392. ",,,IMCS
"Rashad, M,  I Ahmad, M Shah, Z U A Khuhro, "," Left Transitive AG-Groupoids, ","Sindh University Research Journal (Science Series), ISSN 1813-1743,  ",2014,X,"(2014) 46(4), pp~547-552.",,,IMCS
"Khuhro, Z U A, F N Memon, A P Harrison, ","CORONATION: Comparison of RibO Nucleic Acid Tertiary’s Involving Overlapping Networks, ","Sindh University Research Journal (Science Series), ISSN 1813-1743,  ",2014,X,"(2014) 46(3), pp~385-392. ",,,IMCS
Prof Dr Hafiz Abdul Ghani Shaikh,Roya –e Sadiqa Anbiya key Khuwab orr un ki Fazeelat wa Ahmiyat,The Islamic Culture Bi Annual Research Refereed Journal Shaikh Zayed Islamic Center University of Karachi ISSN: 1813-775  (Urdu Section),2014,Z,Vol: (xxx),PP: 49-56,,Languages
